FECHA,NOMBRE DE EMPRESAS,DEPARTAMENTO,Ciudad,Localidad,SECTOR,Horas/Reinversión,ID_Cliente,Puestos Medidos,Puesto 1,Puesto 2,Puesto 3,Puesto 4,Puesto 5,Puesto 6,Puesto 7,Puesto 8,Puesto 9,Puesto 10,Puesto 11,Puesto 12,Puesto 13,Puesto 14,Puesto 15,Puesto 16,Puesto 17,Puesto 18,Puesto 19,Puesto 20,Puesto 21,Puesto 22,Puesto 23,Puesto 24,Puesto 25,Puesto 26,Puesto 27,Puesto 28,Puesto 29,Puesto 30,Puesto 31,Puesto 32,Puesto 33,Puesto 34,Puesto 35,Puesto 36,Puesto 37,Puesto 38,Puesto 39,Puesto 40,Puesto 41,Puesto 42,Puesto 43,Puesto 44,Puesto 45,Puesto 46,Puesto 47,Puesto 48,Puesto 49,Puesto 50,Puesto 51,Puesto 52,Puesto 53,Puesto 54,Puesto 55,Puesto 56,Puesto 57,Puesto 58,Puesto 59,Puesto 60,Puesto 61,Puesto 62,Puesto 63,Puesto 64,Puesto 65,Puesto 66,Puesto 67,Puesto 68,Puesto 69,Puesto 70,Puesto 71,Puesto 72,Puesto 73,Puesto 74,Puesto 75,Puesto 76,Puesto 77,Puesto 78,Puesto 79,Puesto 80,Puesto 81,Puesto 82,Puesto 83,Puesto 84,Puesto 85,Puesto 86,Puesto 87,Puesto 88,Puesto 89,Puesto 90,Puesto 91,Puesto 92,Puesto 93,Puesto 94,Puesto 95,Puesto 96,Puesto 97,Puesto 98,Puesto 99,Puesto 100,Puesto 101,Puesto 102,Puesto 103,Puesto 104,Puesto 105,Puesto 106,Puesto 107,Puesto 108,Puesto 109,Puesto 110,Puesto 111,Puesto 112,Puesto 113,Puesto 114,Puesto 115,Puesto 116,Puesto 117,Puesto 118,Puesto 119,Puesto 120,Puesto 121,Puesto 122,Puesto 123,Puesto 124,Puesto 125,Puesto 126,Puesto 127,Puesto 128,Puesto 129,Puesto 130,Puesto 131,Puesto 132,Puesto 133,Puesto 134,Puesto 135,Puesto 136,Puesto 137,Puesto 138,Puesto 139,Puesto 140,Puesto 141,Puesto 142,Puesto 143,Puesto 144,Puesto 145,Puesto 146,Puesto 147,Puesto 148,Puesto 149,Puesto 150,Puesto 151,Puesto 152,Puesto 153,Puesto 154,Puesto 155,Puesto 156,Puesto 157,Puesto 158,Puesto 159,Puesto 160,Puesto 161,Puesto 162,Puesto 163,Puesto 164,Puesto 165,Puesto 166,Puesto 167,Puesto 168,Puesto 169,Puesto 170,Puesto 171,Puesto 172,Puesto 173,Puesto 174,Puesto 175,Puesto 176,Puesto 177,Puesto 178,Puesto 179,Puesto 180,Puesto 181,Puesto 182,Puesto 183,Puesto 184,Puesto 185,Puesto 186,Puesto 187
7/22/2023,DUVAN ANDRES BARRERA NIÑO,Magdalena,Santa Marta,Santa Marta,Agricultura,9,Cliente 90,12,89,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
12/6/2023,EDGAR ANDRES QUINTERO MUÑOZ,Quindío,Armenia,Armenia,"Cultura, ocio y entretenimiento",6,Cliente 91,9,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,,,,,,,,,,1026,,,,,,,,,
9/18/2023,EDISSON YESID CELYS CASTELLANOS,"Bogotá, Distrito Capital",Bogotá,Suba,TIC,5,Cliente 92,8,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,
3/19/2023,EDL S.A.S.,Antioquia,Medellín,Medellín,Capacitación formal,4,Cliente 93,7,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,,,,,,,,,,,,,,,,1409,,,,,,,,,,
7/20/2023,EDWIN ARBEY ORTIZ PIMENTEL,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Turismo y hostelería,6,Cliente 94,9,,,90,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,1463,,,,,,,,,,,,,,,,,,,
1/14/2023,ELECTRICOS INTERNACIONAL S.A.S.,Bolívar,Cartagena,Cartagena,Industria manufacturera,10,Cliente 95,13,,,,,,,,,,,438,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,312,,,,,,,,,,,,,,198,,,,,,,,,,,,,,277,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,1532,,,,,,,,,,,,,,1449,,,,,,,,,,,,,,,445,,,,
4/18/2023,ELIBERTO  RODRIGUEZ CELIS,"Bogotá, Distrito Capital",Bogotá,Usme,Servicios financieros,2,Cliente 96,5,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2023,ELKIN MARIO LOPEZ MUÑOZ,Atlántico,Barranquilla,Barranquilla,Construcción,2,Cliente 97,5,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2023,ELSA OVIEDO FINCA RAIZ S A S,"Bogotá, Distrito Capital",Bogotá,Santa Fe,Turismo y hostelería,7,Cliente 98,10,,,,,138,,,,,,,,,,,,,,,,,,,1517,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,
6/2/2023,EMPAQUE ESTRATEGICO LTDA,Huila,Neiva,Neiva,Transporte y logística,9,Cliente 99,12,,,,,,,,,,,448,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,541,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,718,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,713,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,494,,,,
12/25/2023,EMPRESA DE SOLUCIONES FINANCIERAS SAS,Nariño,Pasto,Pasto,Transporte y logística,7,Cliente 100,10,149,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,1051,,,,,,,,,,,,,,,,,,979,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,
4/18/2023,EN SU PUNTO ADMINISTRACION LOGISTICA LTDA,"Bogotá, Distrito Capital",Bogotá,Mosquera,Transporte y logística,10,Cliente 101,13,,,166,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,293,,,,,,,,,,,,,,324,,,,,,,,,,,,,,320,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,736,,,,,,,,,,,,,,70,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,797,,,,,,,,,,,,
9/3/2023,ERNESTO MELO CARRANZA,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Ganadería,2,Cliente 102,5,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2023,ESCUELA NACIONAL AUTOMOTRIZ S.A.S,Boyacá,Tunja,Tunja,Capacitación formal,12,Cliente 103,15,,167,,,,,,,,,,,,313,,,,,,,,,,,,340,,,,,,,,,,,,,186,,,,,,,,,,,,,799,,,,,,,,,,,,316,,,,,,,,,,,,466,,,,,,,,,,,,192,,,,,,,,,,,,171,,,,,,,,,,,,765,,,,,,,,,,,,514,,,,,,,,,,,,749,,,,,,,,,,,,81,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,1568,,,,,,,,,,
4/13/2023,ESLEDY  HERNANDEZ RUIZ,Boyacá,Tunja,Tunja,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",9,Cliente 104,12,,,187,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,472,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,
7/16/2023,ESLINDA S.A.S,"Bogotá, Distrito Capital",Bogotá,Barrios Unidos,Turismo y hostelería,2,Cliente 105,5,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,ESPACOLOR S.A.S,"Bogotá, Distrito Capital",Bogotá,Kennedy,Transporte y logística,6,Cliente 106,9,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,,,,,,991,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,297,,,,,,,
10/2/2023,ESPECIALISTAS EN PREVENCION Y PROTECCION DE RIESGOS EPR SAS,"Bogotá, Distrito Capital",Bogotá,Usaquén,"Cultura, ocio y entretenimiento",11,Cliente 107,14,,,,,,,,,502,,,,,,,,,,,,,520,,,,,,,,,,,,,,541,,,,,,,,,,,,,405,,,,,,,,,,,,,238,,,,,,,,,,,,,,465,,,,,,,,,,,,,326,,,,,,,,,,,,,,344,,,,,,,,,,,,,492,,,,,,,,,,,,,173,,,,,,,,,,,,,107,,,,,,,,,,,,,161,,,,,,,,,,,,,1504,,,,,,,,,,,,,,,485,,,,
1/17/2023,ESTRATEGIAS INC SAS,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Construcción,2,Cliente 108,5,,,,,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,ESTRATEGIAS Y EVENTOS S.A.S,Risaralda,Pereira,Pereira,Servicios financieros,4,Cliente 109,7,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,EUROCOL LTDA,"Bogotá, Distrito Capital",Bogotá,Chapinero,"Cultura, ocio y entretenimiento",12,Cliente 110,15,,,,,,240,,,,,,,,,,,,719,,,,,,,,,,,,439,,,,,,,,,,,,,282,,,,,,,,,,,,,63,,,,,,,,,,,,218,,,,,,,,,,,,316,,,,,,,,,,,,546,,,,,,,,,,,,294,,,,,,,,,,,,502,,,,,,,,,,,,424,,,,,,,,,,,,338,,,,,,,,,,,,571,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,568,,,,,,
6/1/2023,EVARISTO MEJIA GIL,Arauca,Arauca,Arauca,Capacitación formal,5,Cliente 111,8,95,,,,,,,,,,,,,,,,,,,,,,,1402,,,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,EXPERTQUIM SAS,"Bogotá, Distrito Capital",Bogotá,Mosquera,Capacitación formal,6,Cliente 112,9,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,542,,,,,,,,
3/2/2023,FABIOLA CIFUENTES RODRIGUEZ,Boyacá,Tunja,Tunja,Pesca y agricultura,4,Cliente 113,7,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,
4/17/2023,FABRICA DE ESTRUCTURAS SADE ELECTRICAS S.A.S.,Huila,Neiva,Neiva,Ganadería,10,Cliente 114,13,,134,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,443,,,,,,,,,,,,,,229,,,,,,,,,,,,,,318,,,,,,,,,,,,,,434,,,,,,,,,,,,,,,1049,,,,,,,,,,,,,,321,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,557,,,,,,,,,,,,,
1/6/2023,FERNANDO CUBILLOS LAGOS,"Bogotá, Distrito Capital",Bogotá,Suba,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",9,Cliente 115,12,,,,,,,,,,,472,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,711,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,550,,,,
2/9/2023,FERRETERIA NORUE SAS,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Pesca y agricultura,7,Cliente 116,10,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,1511,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,439,,,,,,,,
5/25/2023,FIXIS SAS,Bolívar,Cartagena,Cartagena,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",12,Cliente 117,15,,,,,,,140,,,,,,,,,,,,300,,,,,,,,,,,,582,,,,,,,,,,,,,704,,,,,,,,,,,,,141,,,,,,,,,,,,314,,,,,,,,,,,,317,,,,,,,,,,,,586,,,,,,,,,,,,428,,,,,,,,,,,,277,,,,,,,,,,,,167,,,,,,,,,,,,339,,,,,,,,,,,,239,,,,,,,,,,,,,,562,,,,,,,,,,,,,,,476,,,,,
7/15/2023,FRANCISCO JAVIER CARMONA PAVA,"Bogotá, Distrito Capital",Bogotá,Suba,Ganadería,6,Cliente 118,9,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,557,,,,,
11/3/2023,FREDY ALEXANDER CUBILLOS MORENO,Magdalena,Santa Marta,Santa Marta,Estatales,4,Cliente 119,7,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,
7/23/2023,FREDY EUSEVIO PINILLOS RIVEROS,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Silvicultura,7,Cliente 120,10,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,786,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,315,,,,,,,
9/19/2023,FREDY YESID VASQUEZ CAITA,"Bogotá, Distrito Capital",Bogotá,Madrid,"Cultura, ocio y entretenimiento",9,Cliente 121,12,,,,,164,,,,,,,,,,,,,,,,539,,,,,,,,,,,,,,,,1059,,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,1474,,,,,,,,,,
9/27/2023,G M W SECURITY RENT A CAR LTDA,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Silvicultura,3,Cliente 122,6,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,
5/7/2023,GAMO DISTRIBUCIONES SAS,"Bogotá, Distrito Capital",Bogotá,Los Mártires,Estatales,8,Cliente 123,11,,,96,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,
6/9/2023,GARZA CORPORATION S A S,"Bogotá, Distrito Capital",Bogotá,Chapinero,Ganadería,3,Cliente 124,6,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,,
2/19/2023,GARZON MONTENEGRO MAIRA CAMILA,"Bogotá, Distrito Capital",Bogotá,Bosa,Industria manufacturera,3,Cliente 125,6,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,,,,,,,,,,,,,,,,,,,
10/24/2023,GERMAN HERRERA BEDOYA,"Bogotá, Distrito Capital",Bogotá,Fontibón,Comercio,4,Cliente 126,7,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,
1/7/2023,GILBERTO BETANCURTH RUIZ,Norte de Santander,Cúcuta,Cúcuta,Pesca y agricultura,8,Cliente 127,11,170,,,,,,,,,,,,,,,,,704,,,,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,548,,,,,,,,,,,,,,,,,492,,,,,,,,,,,,,,,,,1406,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
1/21/2023,GILBERTO ROZO,Santander,Bucaramanga,Bucaramanga,Ganadería,11,Cliente 128,14,,,,,,,,,,,,341,,,,,,,,,,,,,300,,,,,,,,,,,,,,215,,,,,,,,,,,,,702,,,,,,,,,,,,,210,,,,,,,,,,,,,,746,,,,,,,,,,,,,560,,,,,,,,,,,,,,717,,,,,,,,,,,,,418,,,,,,,,,,,,,720,,,,,,,,,,,,,305,,,,,,,,,,,,,567,,,,,,,,,,,,,52,,,,,,,,,,,,,,,210,
10/23/2023,GIOVANNI DIAZ PEÑA,Caldas,Manizales,Manizales,Comercio,7,Cliente 129,10,,,,,,182,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,1486,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,,,
4/25/2023,GLADYS ENEIDA VELASQUEZ GUTIERREZ,Magdalena,Santa Marta,Santa Marta,Investigación médica y tecnologías en salud,12,Cliente 130,15,,,176,,,,,,,,,,,,341,,,,,,,,,,,,337,,,,,,,,,,,,,313,,,,,,,,,,,,,1070,,,,,,,,,,,,194,,,,,,,,,,,,583,,,,,,,,,,,,324,,,,,,,,,,,,183,,,,,,,,,,,,975,,,,,,,,,,,,301,,,,,,,,,,,,522,,,,,,,,,,,,287,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,971,,,,,,,,,
10/22/2023,GLADYS MAGNOLIA KLINGER MOSQUERA,Tolima,Ibagué,Ibagué,Servicios financieros,6,Cliente 131,9,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,493,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,
7/23/2023,GLORIA ESTELA SIERRA PERALTA,"Bogotá, Distrito Capital",Bogotá,Chapinero,Turismo y hostelería,3,Cliente 132,6,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,,,,,,,,,,,,,,,,,,
4/6/2023,GLORIA GALLEGO SIGMA DOS INTERNACIONAL S.A.S.,Boyacá,Tunja,Tunja,Agricultura,3,Cliente 133,6,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,
8/17/2023,GLORIA VALERO HERNANDEZ,Risaralda,Pereira,Pereira,Energía,2,Cliente 134,5,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023,GM FAMILY OFFICE S.A.S,Cundinamarca,Bogotá,Tunjuelito,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",11,Cliente 135,14,,,,,,,,330,,,,,,,,,,,,,575,,,,,,,,,,,,,,471,,,,,,,,,,,,,483,,,,,,,,,,,,,327,,,,,,,,,,,,,,333,,,,,,,,,,,,,226,,,,,,,,,,,,,,283,,,,,,,,,,,,,347,,,,,,,,,,,,,414,,,,,,,,,,,,,281,,,,,,,,,,,,,1503,,,,,,,,,,,,,408,,,,,,,,,,,,,,,438,,,,,
